441. (341) THE INNOCENTS (Jack Clayton, 1961)
442. (422) SHADOWS OF OUR FORGOTTEN ANCESTORS (Sergei Parajanov, 1964)
443. (457) SCENES FROM A MARRIAGE (Ingmar Bergman, 1973)
444. (653) TWENTY YEARS LATER (Eduardo Coutinho, 1984)
445. (443) IVAN'S CHILDHOOD (Andrei Tarkovsky, 1962)
446. (474) THE SCARLET EMPRESS (Josef von Sternberg, 1934)
447. (576) IN VANDA'S ROOM (Pedro Costa, 2000)
448. (412) A STAR IS BORN (George Cukor, 1954)
449. (813) LE BONHEUR (Agnès Varda, 1965)
450. (566) LA RÉGION CENTRALE (Michael Snow, 1971)
451. (398) ACCATTONE (Pier Paolo Pasolini, 1961)
452. (409) THE LONG GOODBYE (Robert Altman, 1973)
453. (473) THE CAMERAMAN (Buster Keaton & Edward Sedgwick, 1928)
454. (469) NAKED (Mike Leigh, 1993)
455. (413) OCTOBER (Sergei Eisenstein & Grigori Aleksandrov, 1928)
456. (518) SONGS FROM THE SECOND FLOOR (Roy Andersson, 2000)
457. (406) BARREN LIVES (Nelson Pereira dos Santos, 1963)
458. (750) GRAVE OF THE FIREFLIES (Isao Takahata, 1988)
459. (---) PARIS IS BURNING (Jennie Livingston, 1990)
460. (487) ALL THE PRESIDENT'S MEN (Alan J. Pakula, 1976)
461. (471) SENSO (Luchino Visconti, 1954)
462. (498) LOLA (Jacques Demy, 1961)
463. (437) LANDSCAPE IN THE MIST (Theo Angelopoulos, 1988)
464. (631) SYNDROMES AND A CENTURY (Apichatpong Weerasethakul, 2006)
465. (426) À NOS AMOURS (Maurice Pialat, 1983)
466. (467) THE DEAD (John Huston, 1987)
467. (364) CARRIE (Brian De Palma, 1976)
468. (461) DERSU UZALA (Akira Kurosawa, 1975)
469. (363) HIGH NOON (Fred Zinnemann, 1952)
470. (544) KOYAANISQATSI (Godfrey Reggio, 1982)
471. (397) THE PALM BEACH STORY (Preston Sturges, 1942)
472. (411) NETWORK (Sidney Lumet, 1976)
473. (371) TALK TO HER (Pedro Almodóvar, 2002)
474. (472) THE ACT OF KILLING (Joshua Oppenheimer, 2012)
475. (---) ZAMA (Lucrecia Martel, 2017)
476. (674) BY THE BLUEST OF SEAS (Boris Barnet, 1936)
477. (476) PINOCCHIO (Ben Sharpsteen & Hamilton Luske, 1940)
478. (456) RAISE THE RED LANTERN (Zhang Yimou, 1991)
479. (365) TO KILL A MOCKINGBIRD (Robert Mulligan, 1962)
480. (550) PHANTOM THREAD (Paul Thomas Anderson, 2017)
481. (536) ONCE UPON A TIME IN ANATOLIA (Nuri Bilge Ceylan, 2011)
482. (445) FIVE EASY PIECES (Bob Rafelson, 1970)
483. (502) STEAMBOAT BILL, JR. (Buster Keaton & Charles Reisner, 1928)
484. (585) MASCULIN FÉMININ (Jean-Luc Godard, 1966)
485. (509) SHANE (George Stevens, 1953)
486. (675) OUR HOSPITALITY (Buster Keaton & John G. Blystone, 1923)
487. (569) THE BITTER TEARS OF PETRA VON KANT (Rainer Werner Fassbinder, 1972)
488. (543) CASINO (Martin Scorsese, 1995)
489. (500) A.I. ARTIFICIAL INTELLIGENCE (Steven Spielberg, 2001)
490. (611) WAGON MASTER (John Ford, 1950)
491. (485) A MOMENT OF INNOCENCE (Mohsen Makhmalbaf, 1996)
492. (438) THE DEATH OF MR. LAZARESCU (Cristi Puiu, 2005)
493. (380) PLATFORM (Jia Zhangke, 2000)
494. (514) SECRETS & LIES (Mike Leigh, 1996)
495. (407) ELEPHANT (Gus Van Sant, 2003)
496. (770) BLUE (Derek Jarman, 1993)
497. (404) RUSSIAN ARK (Aleksandr Sokurov, 2002)
498. (527) THE DAMNED (Luchino Visconti, 1969)
499. (555) THE ENIGMA OF KASPAR HAUSER (Werner Herzog, 1974)
500. (580) MARKETA LAZAROVÁ (Frantisek Vlácil, 1967)
501. (548) INLAND EMPIRE (David Lynch, 2006)
502. (571) EARLY SUMMER (Yasujiro Ozu, 1951)
503. (629) AFTER LIFE (Hirokazu Koreeda, 1998)
504. (532) SHORT CUTS (Robert Altman, 1993)
505. (432) MONTY PYTHON'S LIFE OF BRIAN (Terry Jones, 1979)
506. (446) THE HUSTLER (Robert Rossen, 1961)
507. (530) TO HAVE AND HAVE NOT (Howard Hawks, 1944)
508. (453) WITHNAIL & I (Bruce Robinson, 1987)
509. (632) APARAJITO (Satyajit Ray, 1956)
510. (419) BOOGIE NIGHTS (Paul Thomas Anderson, 1997)
511. (347) TONI ERDMANN (Maren Ade, 2016)
512. (451) CLOSELY WATCHED TRAINS (Jirí Menzel, 1966)
513. (730) BLOW OUT (Brian De Palma, 1981)
514. (405) MAN OF ARAN (Robert Flaherty, 1934)
515. (---) TWIN PEAKS: THE RETURN (David Lynch, 2017)
516. (551) EAST OF EDEN (Elia Kazan, 1955)
517. (542) ALEXANDER NEVSKY (Sergei Eisenstein, 1938)
518. (528) FAUST (F.W. Murnau, 1926)
519. (547) ALICE IN THE CITIES (Wim Wenders, 1974)
520. (692) CRASH (David Cronenberg, 1996)
521. (595) AND LIFE GOES ON... (Abbas Kiarostami, 1992)
522. (505) THE LIVES OF OTHERS (Florian Henckel von Donnersmarck, 2006)
523. (452) DEAD RINGERS (David Cronenberg, 1988)
524. (336) RESERVOIR DOGS (Quentin Tarantino, 1992)
525. (524) LES VAMPIRES (Louis Feuillade, 1915)
526. (537) POINT BLANK (John Boorman, 1967)
527. (563) ROSETTA (Jean-Pierre Dardenne & Luc Dardenne, 1999)
528. (615) HARLAN COUNTY, U.S.A. (Barbara Kopple, 1976)
529. (465) STRANGERS ON A TRAIN (Alfred Hitchcock, 1951)
530. (403) NO COUNTRY FOR OLD MEN (Joel Coen & Ethan Coen, 2007)
531. (492) PAN'S LABYRINTH (Guillermo del Toro, 2006)
532. (525) 12 ANGRY MEN (Sidney Lumet, 1957)
533. (386) FIGHT CLUB (David Fincher, 1999)
534. (503) THE LADY FROM SHANGHAI (Orson Welles, 1948)
535. (635) PICNIC AT HANGING ROCK (Peter Weir, 1975)
536. (852) TWIN PEAKS: FIRE WALK WITH ME (David Lynch, 1992)
537. (538) THE WIND WILL CARRY US (Abbas Kiarostami, 1999)
538. (517) HANNAH AND HER SISTERS (Woody Allen, 1986)
539. (447) OLDBOY (Park Chan-wook, 2003)
540. (440) THE TERMINATOR (James Cameron, 1984)
541. (574) FELLINI SATYRICON (Federico Fellini, 1969)
542. (659) MEMORIES OF MURDER (Bong Joon-ho, 2003)
543. (394) YELLOW EARTH (Chen Kaige, 1984)
544. (433) BOYHOOD (Richard Linklater, 2014)
545. (435) THE BRIDGE ON THE RIVER KWAI (David Lean, 1957)
546. (549) THE DEVIL, PROBABLY (Robert Bresson, 1977)
547. (486) DIE HARD (John McTiernan, 1988)
548. (645) NOSTALGIA FOR THE LIGHT (Patricio Guzmán, 2010)
549. (712) YEELEN (Souleymane Cissé, 1987)
550. (---) SAMBIZANGA (Sarah Maldoror, 1972)
551. (603) THE AGE OF INNOCENCE (Martin Scorsese, 1993)
552. (---) JE, TU, IL, ELLE (Chantal Akerman, 1974)
553. (621) THE BLUE ANGEL (Josef von Sternberg, 1930)
554. (423) DEAD MAN (Jim Jarmusch, 1995)
555. (858) PRINCESS MONONOKE (Hayao Miyazaki, 1997)
556. (---) MORVERN CALLAR (Lynne Ramsay, 2002)
557. (613) LA HAINE (Mathieu Kassovitz, 1995)
558. (662) THE WEDDING MARCH (Erich von Stroheim, 1928)
559. (557) DOCTOR ZHIVAGO (David Lean, 1965)
560. (450) PUNCH-DRUNK LOVE (Paul Thomas Anderson, 2002)
561. (658) THE SILENCE (Ingmar Bergman, 1963)
562. (455) EASY RIDER (Dennis Hopper, 1969)
563. (672) YOUNG MR. LINCOLN (John Ford, 1939)
564. (510) LAURA (Otto Preminger, 1944)
565. (539) SHADOW OF A DOUBT (Alfred Hitchcock, 1943)
566. (504) NINOTCHKA (Ernst Lubitsch, 1939)
567. (609) THE TESTAMENT OF DR. MABUSE (Fritz Lang, 1933)
568. (342) WALL-E (Andrew Stanton, 2008)
569. (561) KAGEMUSHA (Akira Kurosawa, 1980)
570. (607) THAT OBSCURE OBJECT OF DESIRE (Luis Buñuel, 1977)
571. (546) A NIGHT AT THE OPERA (Sam Wood, 1935)
572. (414) BUTCH CASSIDY AND THE SUNDANCE KID (George Roy Hill, 1969)
573. (568) THE TAKING OF POWER BY LOUIS XIV (Roberto Rossellini, 1966)
574. (401) CROUCHING TIGER, HIDDEN DRAGON (Ang Lee, 2000)
575. (628) BIGGER THAN LIFE (Nicholas Ray, 1956)
576. (596) TALE OF TALES (Yuriy Norshteyn, 1979)
577. (463) FORREST GUMP (Robert Zemeckis, 1994)
578. (521) THE FRENCH CONNECTION (William Friedkin, 1971)
579. (522) THE SOUND OF MUSIC (Robert Wise, 1965)
580. (460) SE7EN (David Fincher, 1995)
581. (654) I WALKED WITH A ZOMBIE (Jacques Tourneur, 1943)
582. (896) GENTLEMEN PREFER BLONDES (Howard Hawks, 1953)
583. (572) THE SERVANT (Joseph Losey, 1963)
584. (610) FELLINI'S ROMA (Federico Fellini, 1972)
585. (586) PROVIDENCE (Alain Resnais, 1977)
586. (388) LAND WITHOUT BREAD (Luis Buñuel, 1933)
587. (646) SEVEN CHANCES (Buster Keaton, 1925)
588. (499) MAD MAX 2 (George Miller, 1981)
589. (656) THE ROUND-UP (Miklós Jancsó, 1966)
590. (---) WEST INDIES (Med Hondo, 1979)
591. (753) THE LORD OF THE RINGS: THE FELLOWSHIP OF THE RING (Peter Jackson, 2001)
592. (495) CAT PEOPLE (Jacques Tourneur, 1942)
593. (357) BROKEBACK MOUNTAIN (Ang Lee, 2005)
594. (599) THE RED CIRCLE (Jean-Pierre Melville, 1970)
595. (488) THE MASTER (Paul Thomas Anderson, 2012)
596. (627) SCORPIO RISING (Kenneth Anger, 1963)
597. (582) HATARI! (Howard Hawks, 1962)
598. (624) THE DEVILS (Ken Russell, 1971)
599. (776) D'EST (Chantal Akerman, 1993)
600. (583) BOUDU SAVED FROM DROWNING (Jean Renoir, 1932)
601. (917) AS I WAS MOVING AHEAD OCCASIONALLY I SAW BRIEF GLIMPSES OF BEAUTY (Jonas Mekas, 2000)
602. (480) BARTON FINK (Joel Coen & Ethan Coen, 1991)
603. (769) EDVARD MUNCH (Peter Watkins, 1974)
604. (926) PINK FLAMINGOS (John Waters, 1972)
605. (554) LES AMANTS DU PONT-NEUF (Leos Carax, 1991)
606. (511) DELIVERANCE (John Boorman, 1972)
607. (558) FULL METAL JACKET (Stanley Kubrick, 1987)
608. (428) REPULSION (Roman Polanski, 1965)
609. (643) LOVES OF A BLONDE (Milos Forman, 1965)
610. (506) TERMINATOR 2: JUDGMENT DAY (James Cameron, 1991)
611. (519) GREY GARDENS (David Maysles, Albert Maysles, Ellen Hovde & Muffie Meyer, 1975)
612. (417) HALLOWEEN (John Carpenter, 1978)
613. (---) SYMBIOPSYCHOTAXIPLASM: TAKE ONE (William Greaves, 1968)
614. (516) MY FRIEND IVAN LAPSHIN (Aleksey German, 1985)
615. (565) CHILDREN OF MEN (Alfonso Cuarón, 2006)
616. (637) BEING THERE (Hal Ashby, 1979)
617. (594) I VITELLONI (Federico Fellini, 1953)
618. (771) THE LONG DAY CLOSES (Terence Davies, 1992)
619. (717) JURASSIC PARK (Steven Spielberg, 1993)
620. (589) HANA-BI (Takeshi Kitano, 1997)
621. (553) PAT GARRETT AND BILLY THE KID (Sam Peckinpah, 1973)
622. (707) HARAKIRI (Masaki Kobayashi, 1962)
623. (895) 3 WOMEN (Robert Altman, 1977)
624. (600) THE ASPHALT JUNGLE (John Huston, 1950)
625. (494) AMÉLIE (Jean-Pierre Jeunet, 2001)
626. (436) DON'T LOOK BACK (D.A. Pennebaker, 1967)
627. (588) BANDE À PART (Jean-Luc Godard, 1964)
628. (490) HOUR OF THE WOLF (Ingmar Bergman, 1968)
629. (483) SHADOWS (John Cassavetes, 1959)
630. (661) DR. MABUSE, THE GAMBLER (Fritz Lang, 1922)
631. (673) THE GOLDEN COACH (Jean Renoir, 1952)
632. (515) TOOTSIE (Sydney Pollack, 1982)
633. (778) PORTRAIT OF JASON (Shirley Clarke, 1967)
634. (752) THE LADIES MAN (Jerry Lewis, 1961)
635. (666) SYNECDOCHE, NEW YORK (Charlie Kaufman, 2008)
636. (716) WALKABOUT (Nicolas Roeg, 1971)
637. (570) THE DARK KNIGHT (Christopher Nolan, 2008)
638. (714) XALA (Ousmane Sembene, 1975)
639. (668) THE VIRGIN SPRING (Ingmar Bergman, 1960)
640. (526) ALPHAVILLE (Jean-Luc Godard, 1965)
641. (545) COLOSSAL YOUTH (Pedro Costa, 2006)
642. (533) FAREWELL, MY CONCUBINE (Chen Kaige, 1993)
643. (540) ZODIAC (David Fincher, 2007)
644. (650) CASQUE D'OR (Jacques Becker, 1952)
645. (636) STRIKE (Sergei Eisenstein, 1925)
646. (641) TITANIC (James Cameron, 1997)
647. (687) THEY LIVE BY NIGHT (Nicholas Ray, 1948)
648. (652) THE WICKER MAN (Robin Hardy, 1973)
649. (640) BAMBI (David Hand, 1942)
650. (597) FAT CITY (John Huston, 1972)
651. (620) ROCKY (John G. Avildsen, 1976)
652. (459) HOOP DREAMS (Steve James, 1994)
653. (591) THE LADY VANISHES (Alfred Hitchcock, 1938)
654. (665) NAZARÍN (Luis Buñuel, 1958)
655. (644) BRING ME THE HEAD OF ALFREDO GARCIA (Sam Peckinpah, 1974)
656. (584) DOWN BY LAW (Jim Jarmusch, 1986)
657. (---) THE WATERMELON WOMAN (Cheryl Dunye, 1996)
658. (444) AMOUR (Michael Haneke, 2012)
659. (686) REBECCA (Alfred Hitchcock, 1940)
660. (564) SCARFACE (Howard Hawks, 1932)
661. (618) PLÁCIDO (Luis García Berlanga, 1961)
662. (735) THE GHOST AND MRS. MUIR (Joseph L. Mankiewicz, 1947)
663. (860) MILLENNIUM MAMBO (Hou Hsiao-hsien, 2001)
664. (660) ARREBATO (Iván Zulueta, 1979)
665. (531) SILENT LIGHT (Carlos Reygadas, 2007)
666. (602) THE PHANTOM OF LIBERTY (Luis Buñuel, 1974)
667. (671) THE MARRIAGE OF MARIA BRAUN (Rainer Werner Fassbinder, 1979)
668. (481) THE SORROW AND THE PITY (Marcel Ophüls, 1969)
669. (842) THE INTRUDER (Claire Denis, 2004)
670. (520) CHRONICLE OF A SUMMER (Jean Rouch & Edgar Morin, 1961)
671. (---) RATCATCHER (Lynne Ramsay, 1999)
672. (801) IL POSTO (Ermanno Olmi, 1961)
673. (---) HYÈNES (Djibril Diop Mambéty, 1992)
674. (806) 7 WOMEN (John Ford, 1965)
675. (470) FRANKENSTEIN (James Whale, 1931)
676. (534) TRAINSPOTTING (Danny Boyle, 1996)
677. (754) THE NAVIGATOR (Buster Keaton & Donald Crisp, 1924)
678. (718) W.R.: MYSTERIES OF THE ORGANISM (Dusan Makavejev, 1971)
679. (617) THE PARTY (Blake Edwards, 1968)
680. (678) NOUVELLE VAGUE (Jean-Luc Godard, 1990)
681. (781) IL GRIDO (Michelangelo Antonioni, 1957)
682. (663) THE PIANO TEACHER (Michael Haneke, 2001)
683. (579) TOP HAT (Mark Sandrich, 1935)
684. (775) WILD AT HEART (David Lynch, 1990)
685. (634) LOCAL HERO (Bill Forsyth, 1983)
686. (541) THE ROYAL TENENBAUMS (Wes Anderson, 2001)
687. (535) TOY STORY (John Lasseter, 1995)
688. (760) CHRONICLE OF ANNA MAGDALENA BACH (Jean-Marie Straub, 1968)
689. (885) THE SUN SHINES BRIGHT (John Ford, 1953)
690. (757) THE HAWKS AND THE SPARROWS (Pier Paolo Pasolini, 1966)
691. (846) THE HOLY MOUNTAIN (Alejandro Jodorowsky, 1973)
692. (697) LANCELOT DU LAC (Robert Bresson, 1974)
693. (---) ONE WAY OR ANOTHER (Sara Gómez, 1977)
694. (676) THE PURPLE ROSE OF CAIRO (Woody Allen, 1985)
695. (723) A SHORT FILM ABOUT KILLING (Krzysztof Kieslowski, 1987)
696. (746) THELMA & LOUISE (Ridley Scott, 1991)
697. (507) TRIUMPH OF THE WILL (Leni Riefenstahl, 1935)
698. (633) BEFORE SUNSET (Richard Linklater, 2004)
699. (711) MOONFLEET (Fritz Lang, 1955)
700. (---) CURE (Kiyoshi Kurosawa, 1997)
701. (648) ANTONIO DAS MORTES (Glauber Rocha, 1969)
702. (---) WAKE IN FRIGHT (Ted Kotcheff, 1971)
703. (739) THE TIGER OF ESCHNAPUR (Fritz Lang, 1958)
704. (741) THE CIRCUS (Charles Chaplin, 1928)
705. (782) SAUVE QUI PEUT (LA VIE) (Jean-Luc Godard, 1980)
706. (552) 4 MONTHS, 3 WEEKS AND 2 DAYS (Cristian Mungiu, 2007)
707. (759) ACE IN THE HOLE (Billy Wilder, 1951)
708. (560) GIMME SHELTER (Albert Maysles, David Maysles & Charlotte Zwerin, 1970)
709. (767) AKIRA (Katsuhiro Otomo, 1988)
710. (655) LOVE ME TONIGHT (Rouben Mamoulian, 1932)
711. (577) RUSHMORE (Wes Anderson, 1998)
712. (622) ROBOCOP (Paul Verhoeven, 1987)
713. (575) THE BIG HEAT (Fritz Lang, 1953)
714. (626) THE MANCHURIAN CANDIDATE (John Frankenheimer, 1962)
715. (---) CAROL (Todd Haynes, 2015)
716. (---) OH, SUN (Med Hondo, 1967)
717. (616) A HARD DAY'S NIGHT (Richard Lester, 1964)
718. (796) NEW YORK, NEW YORK (Martin Scorsese, 1977)
719. (---) THE GREAT BEAUTY (Paolo Sorrentino, 2013)
720. (833) FLAMING CREATURES (Jack Smith, 1963)
721. (682) DANCER IN THE DARK (Lars von Trier, 2000)
722. (619) SALESMAN (Albert Maysles, David Maysles & Charlotte Zwerin, 1969)
723. (953) DESIGN FOR LIVING (Ernst Lubitsch, 1933)
724. (605) LA BELLE NOISEUSE (Jacques Rivette, 1991)
725. (573) MY OWN PRIVATE IDAHO (Gus Van Sant, 1991)
726. (719) THE EMPEROR'S NAKED ARMY MARCHES ON (Kazuo Hara, 1987)
727. (868) THE AGE OF THE EARTH (Glauber Rocha, 1980)
728. (768) VIVE L'AMOUR (Tsai Ming-liang, 1994)
729. (691) BEN-HUR (William Wyler, 1959)
730. (802) FISH TANK (Andrea Arnold, 2009)
731. (789) HELLZAPOPPIN' (H.C. Potter, 1941)
732. (685) LES DAMES DU BOIS DE BOULOGNE (Robert Bresson, 1945)
733. (821) OSSESSIONE (Luchino Visconti, 1943)
734. (729) THE TRIAL (Orson Welles, 1962)
735. (612) DISTANT (Nuri Bilge Ceylan, 2002)
736. (819) KAAGAZ KE PHOOL (Guru Dutt, 1959)
737. (998) SUBARNAREKHA (Ritwik Ghatak, 1965)
738. (---) WINGS (Larisa Shepitko, 1966)
739. (---) BORN IN FLAMES (Lizzie Borden, 1983)
740. (748) THE BAD AND THE BEAUTIFUL (Vincente Minnelli, 1952)
741. (736) A PROPHET (Jacques Audiard, 2009)
742. (698) ZELIG (Woody Allen, 1983)
743. (724) THE WILD CHILD (François Truffaut, 1970)
744. (713) MOTHER AND SON (Aleksandr Sokurov, 1997)
745. (704) LOLITA (Stanley Kubrick, 1962)
746. (878) DIARIES, NOTES AND SKETCHES (Jonas Mekas, 1969)
747. (694) A PLACE IN THE SUN (George Stevens, 1951)
748. (---) A NEW LEAF (Elaine May, 1971)
749. (755) FOOLISH WIVES (Erich von Stroheim, 1922)
750. (744) THE MAN WHO WOULD BE KING (John Huston, 1975)
751. (670) UN CHANT D'AMOUR (Jean Genet, 1950)
752. (918) GOOD MORNING (Yasujiro Ozu, 1959)
753. (614) RAISING ARIZONA (Joel Coen & Ethan Coen, 1987)
754. (657) MR. SMITH GOES TO WASHINGTON (Frank Capra, 1939)
755. (762) HUNGER (Steve McQueen, 2008)
756. (---) CAIRO STATION (Youssef Chahine, 1958)
757. (---) THE ADVENTURES OF PRINCE ACHMED (Lotte Reiniger, 1926)
758. (578) REBEL WITHOUT A CAUSE (Nicholas Ray, 1955)
759. (---) ROMA (Alfonso Cuarón, 2018)
760. (601) YOUNG FRANKENSTEIN (Mel Brooks, 1974)
761. (642) DETOUR (Edgar G. Ulmer, 1945)
762. (721) FORT APACHE (John Ford, 1948)
763. (567) THE 39 STEPS (Alfred Hitchcock, 1935)
764. (---) PHANTOM OF THE PARADISE (Brian De Palma, 1974)
765. (870) TAIPEI STORY (Edward Yang, 1985)
766. (939) STAND BY ME (Rob Reiner, 1986)
767. (841) TWO ENGLISH GIRLS (François Truffaut, 1971)
768. (732) PASSION (Jean-Luc Godard, 1982)
769. (695) FUNNY GAMES (Michael Haneke, 1997)
770. (690) GREAT EXPECTATIONS (David Lean, 1946)
771. (703) MILLER'S CROSSING (Joel Coen & Ethan Coen, 1990)
772. (908) THE BALLAD OF NARAYAMA (Shohei Imamura, 1983)
773. (587) THE KILLING (Stanley Kubrick, 1956)
774. (773) ABRAHAM'S VALLEY (Manoel de Oliveira, 1993)
775. (756) WHEN HARRY MET SALLY... (Rob Reiner, 1989)
776. (683) BLISSFULLY YOURS (Apichatpong Weerasethakul, 2002)
777. (765) CODE UNKNOWN (Michael Haneke, 2000)
778. (647) LES DIABOLIQUES (Henri-Georges Clouzot, 1955)
779. (758) THE FIREMEN'S BALL (Milos Forman, 1967)
780. (---) MÄDCHEN IN UNIFORM (Leontine Sagan, 1931)
781. (688) TITICUT FOLLIES (Frederick Wiseman, 1967)
782. (804) MOROCCO (Josef von Sternberg, 1930)
783. (598) THE FLY (David Cronenberg, 1986)
784. (985) RED BEARD (Akira Kurosawa, 1965)
785. (856) CHIKAMATSU MONOGATARI (Kenji Mizoguchi, 1954)
786. (843) THE COOK, THE THIEF, HIS WIFE & HER LOVER (Peter Greenaway, 1989)
787. (927) MAMMA ROMA (Pier Paolo Pasolini, 1962)
788. (950) DOG STAR MAN (Stan Brakhage, 1964)
789. (706) DAZED AND CONFUSED (Richard Linklater, 1993)
790. (731) MY LIFE AS A DOG (Lasse Hallström, 1985)
791. (728) MOULIN ROUGE! (Baz Luhrmann, 2001)
792. (679) THE NEW WORLD (Terrence Malick, 2005)
793. (---) DUCK AMUCK (Chuck Jones, 1953)
794. (857) VERONIKA VOSS (Rainer Werner Fassbinder, 1982)
795. (562) STILL LIFE (Jia Zhangke, 2006)
796. (684) GUMMO (Harmony Korine, 1997)
797. (795) DODES'KA-DEN (Akira Kurosawa, 1970)
798. (---) TROUBLE EVERY DAY (Claire Denis, 2001)
799. (886) SHE WORE A YELLOW RIBBON (John Ford, 1949)
800. (792) STREET OF SHAME (Kenji Mizoguchi, 1956)
801. (708) DUMBO (Ben Sharpsteen, 1941)
802. (784) ALL QUIET ON THE WESTERN FRONT (Lewis Milestone, 1930)
803. (680) A STREETCAR NAMED DESIRE (Elia Kazan, 1951)
804. (742) BIG DEAL ON MADONNA STREET (Mario Monicelli, 1958)
805. (954) BROADCAST NEWS (James L. Brooks, 1987)
806. (793) WOMEN ON THE VERGE OF A NERVOUS BREAKDOWN (Pedro Almodóvar, 1988)
807. (722) SMILES OF A SUMMER NIGHT (Ingmar Bergman, 1955)
808. (---) MALCOLM X (Spike Lee, 1992)
809. (664) EL SUR (Victor Erice, 1983)
810. (783) A WOMAN OF PARIS (Charles Chaplin, 1923)
811. (667) JFK (Oliver Stone, 1991)
812. (677) VAN GOGH (Maurice Pialat, 1991)
813. (---) ROSE HOBART (Joseph Cornell, 1936)
814. (512) THE SOCIAL NETWORK (David Fincher, 2010)
815. (710) REQUIEM FOR A DREAM (Darren Aronofsky, 2000)
816. (630) THE SON (Jean-Pierre Dardenne & Luc Dardenne, 2002)
817. (877) FASTER, PUSSYCAT! KILL! KILL! (Russ Meyer, 1965)
818. (606) SHOCK CORRIDOR (Samuel Fuller, 1963)
819. (854) HITLER: A FILM FROM GERMANY (Hans-Jürgen Syberberg, 1977)
820. (---) LOSING GROUND (Kathleen Collins, 1982)
821. (738) FERRIS BUELLER'S DAY OFF (John Hughes, 1986)
822. (639) WHITE HEAT (Raoul Walsh, 1949)
823. (581) Y TU MAMÁ TAMBIÉN (Alfonso Cuarón, 2001)
824. (559) EVIL DEAD II (Sam Raimi, 1987)
825. (---) PETITE MAMAN (Céline Sciamma, 2021)
826. (787) THE TIN DRUM (Volker Schlöndorff, 1979)
827. (851) THE IDIOTS (Lars von Trier, 1998)
828. (969) THEY WERE EXPENDABLE (John Ford, 1945)
829. (625) MEMENTO (Christopher Nolan, 2000)
830. (859) FORBIDDEN GAMES (René Clément, 1952)
831. (725) AN AMERICAN WEREWOLF IN LONDON (John Landis, 1981)
832. (862) THE PRODUCERS (Mel Brooks, 1968)
833. (835) DEEP END (Jerzy Skolimowski, 1970)
834. (790) WE ALL LOVED EACH OTHER SO MUCH (Ettore Scola, 1974)
835. (737) EDWARD SCISSORHANDS (Tim Burton, 1990)
836. (828) LA COMMUNE (PARIS, 1871) (Peter Watkins, 2000)
837. (---) FUNERAL PARADE OF ROSES (Toshio Matsumoto, 1969)
838. (861) SICILIA! (Jean-Marie Straub & Danièle Huillet, 1999)
839. (867) THE RIGHT STUFF (Philip Kaufman, 1983)
840. (788) THE THIEF OF BAGDAD (Michael Powell, Ludwig Berger & Tim Whelan, 1940)
841. (777) PAPER MOON (Peter Bogdanovich, 1973)
842. (774) OUTSKIRTS (Boris Barnet, 1933)
843. (850) POINT BREAK (Kathryn Bigelow, 1991)
844. (702) BREAKFAST AT TIFFANY'S (Blake Edwards, 1961)
845. (970) O LUCKY MAN! (Lindsay Anderson, 1973)
846. (749) RED SORGHUM (Zhang Yimou, 1987)
847. (638) INVASION OF THE BODY SNATCHERS (Don Siegel, 1956)
848. (699) IRRÉVERSIBLE (Gaspar Noé, 2002)
849. (808) THE ADVENTURES OF ROBIN HOOD (Michael Curtiz & William Keighley, 1938)
850. (---) ONCE UPON A TIME... IN HOLLYWOOD (Quentin Tarantino, 2019)
851. (508) GRIZZLY MAN (Werner Herzog, 2005)
852. (---) 35 SHOTS OF RUM (Claire Denis, 2008)
853. (---) THE UNKNOWN (Tod Browning, 1927)
854. (817) SPIONE (Fritz Lang, 1928)
855. (825) INGLOURIOUS BASTERDS (Quentin Tarantino, 2009)
856. (---) TOO EARLY, TOO LATE (Jean-Marie Straub & Danièle Huillet, 1981)
857. (891) THE NAKED ISLAND (Kaneto Shindo, 1960)
858. (649) SCARFACE (Brian De Palma, 1983)
859. (923) THE MISFITS (John Huston, 1961)
860. (---) SHAME (Ingmar Bergman, 1968)
861. (---) THE NIGHT OF COUNTING THE YEARS (Shadi Abdel Salam, 1969)
862. (764) THE SEASONS (Artavazd Peleshian, 1975)
863. (---) BLUE IS THE WARMEST COLOUR (Abdellatif Kechiche, 2013)
864. (726) THE WOMAN NEXT DOOR (François Truffaut, 1981)
865. (---) AKIRA KUROSAWA'S DREAMS (Akira Kurosawa, 1990)
866. (696) THE GREAT ESCAPE (John Sturges, 1963)
867. (873) THE MIRACLE OF MORGAN'S CREEK (Preston Sturges, 1944)
868. (916) THE PHANTOM CARRIAGE (Victor Sjöström, 1921)
869. (751) THE AFRICAN QUEEN (John Huston, 1951)
870. (---) HEIMAT (Edgar Reitz, 1984)
871. (993) ZABRISKIE POINT (Michelangelo Antonioni, 1970)
872. (772) CLAIRE'S KNEE (Eric Rohmer, 1970)
873. (---) CLUELESS (Amy Heckerling, 1995)
874. (779) STARSHIP TROOPERS (Paul Verhoeven, 1997)
875. (---) ANGEL (Ernst Lubitsch, 1937)
876. (---) MARGARET (Kenneth Lonergan, 2011)
877. (---) TOUTE UNE NUIT (Chantal Akerman, 1982)
878. (880) TIME OF THE GYPSIES (Emir Kusturica, 1989)
879. (827) ASSAULT ON PRECINCT 13 (John Carpenter, 1976)
880. (900) IT'S A GIFT (Norman Z. McLeod, 1934)
